Id. de la fila,Id. del pedido,Fecha de pedido,Fecha del enví,Método de env�,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Regi�,Regió,Id. del producto,Categorí,Subcategorí,Nombre del producto,Ventas,Cantidad,Descuento,Ganancia
6345,US-2021-165512,28/03/2021,24/03/2021,Estánda,46697922,Marcos Laureano,Cliente,Buenos Aires,Ciudad Autónoma de Buenos Aire,Argentina,Sur,TEC-TE-10000454,Tecnologí,Teléfono,"Cisco Teléfono de oficina, Al por mayo",644.4,2,0.4,10.4
7048,MX-2021-118332,28/03/2021,24/03/2021,Estánda,86377351,Manuela Flores,Cliente,Ciudad Juáre,Chihuahua,Méxic,Norte,MOB-MO-10004237,Mobiliario,Mobiliario,"Advantus Tope para puertas, Premium",523.8,3,0.4,-218.4
7046,MX-2021-118332,28/03/2021,24/03/2021,Estánda,86377351,Manuela Flores,Cliente,Ciudad Juáre,Chihuahua,Méxic,Norte,MOB-ME-10003605,Mobiliario,Mesas,"Barricks Mesa de madera, Negro",22055.68,8,0.2,6890.88
4493,MX-2021-147032,28/03/2021,28/03/2021,Mismo dí,66886854,Vera Olmos,Cliente,Puerto Montt,Los Lagos,Chile,Sur,TEC-TE-10004413,Tecnologí,Teléfono,"Nokia Teléfono de oficina, Tamaños variad",1359.6,3,0,108.6
2740,US-2021-158141,29/03/2021,24/03/2021,Estánda,37934357,León Caballer,Empresa,Zapopan,Jalisco,Méxic,Norte,MOB-ME-10004643,Mobiliario,Mesas,"Lesro Mesa de café, Negr",4032,3,0.2,-1008
2741,US-2021-158141,29/03/2021,24/03/2021,Estánda,37934357,León Caballer,Empresa,Zapopan,Jalisco,Méxic,Norte,MAT-PA-10003938,Material de oficina,Papel,"Xerox Resma, Paquete de 12",406.4,2,0,8
404,MX-2021-105557,29/03/2021,27/03/2021,Urgente,89174224,Conchi Durá,Cliente,Santiago,Santiago,Chile,Sur,MAT-GR-10000730,Material de oficina,Grapas,"Accos Grapas, Al por mayor",365,5,0,135
403,MX-2021-105557,29/03/2021,27/03/2021,Urgente,89174224,Conchi Durá,Cliente,Santiago,Santiago,Chile,Sur,MAT-AL-10003016,Material de oficina,Almacenamiento,"Fellowes Archivador móvil, Tamaño comple",4578,5,0,549
7028,MX-2021-152107,30/03/2021,24/03/2021,Estánda,52157197,Victoria Valdivia,Pequeña empres,Villa Canales,Guatemala,Guatemala,Centro,MAT-AL-10004790,Material de oficina,Almacenamiento,"Rogers Casilleros, Azul",7054,5,0,211
7029,MX-2021-152107,30/03/2021,24/03/2021,Estánda,52157197,Victoria Valdivia,Pequeña empres,Villa Canales,Guatemala,Guatemala,Centro,MAT-SO-10001788,Material de oficina,Sobres,"Cameo Sobre de hebilla, Rojo",261,3,0,64.8
4693,MX-2021-148950,30/03/2021,26/03/2021,Rápid,22496244,Camelia Almanza,Empresa,Los Mochis,Sinaloa,Méxic,Norte,TEC-CO-10002973,Tecnologí,Copiadoras,"Hewlett Fax inalámbrico, Roj",5035.1096,2,0.002,1503.1096
8895,MX-2021-165792,30/03/2021,27/03/2021,Urgente,99365737,Normán Pedros,Cliente,Santiago,Santiago,Chile,Sur,TEC-CO-10002566,Tecnologí,Copiadoras,"Hewlett Fotocopiadora con fax, Digital",2561.6664,2,0.002,918.8664
5004,MX-2021-112459,30/03/2021,28/03/2021,Urgente,23528056,Daniela Véle,Cliente,Ensenada,Baja California,Méxic,Norte,TEC-AC-10001711,Tecnologí,Accesorios,"Memorex Tarjeta de memoria, Negro",3416,5,0,888
5006,MX-2021-112459,30/03/2021,28/03/2021,Urgente,23528056,Daniela Véle,Cliente,Ensenada,Baja California,Méxic,Norte,MAT-PA-10000990,Material de oficina,Papel,"Green Bar Cuaderno, Multicolor",416,2,0,87.2
5002,MX-2021-112459,30/03/2021,28/03/2021,Urgente,23528056,Daniela Véle,Cliente,Ensenada,Baja California,Méxic,Norte,MOB-SI-10000952,Mobiliario,Sillas,"Office Star Silla de playa, Rojo",1478.4,5,0.2,92.4
5005,MX-2021-112459,30/03/2021,28/03/2021,Urgente,23528056,Daniela Véle,Cliente,Ensenada,Baja California,Méxic,Norte,MOB-ME-10002183,Mobiliario,Mesas,"Lesro Mesa de formación, Blanc",10116.96,7,0.2,1263.36
5003,MX-2021-112459,30/03/2021,28/03/2021,Urgente,23528056,Daniela Véle,Cliente,Ensenada,Baja California,Méxic,Norte,MOB-LI-10000111,Mobiliario,Librería,"Ikea Vitrina, Blanco",1546.24,2,0.2,154.24
6650,MX-2021-129686,1/04/2021,27/03/2021,Estánda,50348971,Conrado Quiñone,Cliente,Buenos Aires,Ciudad Autónoma de Buenos Aire,Argentina,Sur,MAT-AL-10000301,Material de oficina,Almacenamiento,"Eldon Caja, Industrial",300.72,7,0.4,44.52
6651,MX-2021-129686,1/04/2021,27/03/2021,Estánda,50348971,Conrado Quiñone,Cliente,Buenos Aires,Ciudad Autónoma de Buenos Aire,Argentina,Sur,MAT-AL-10002073,Material de oficina,Almacenamiento,"Rogers Estanterías, Azu",497.04,2,0.4,-116.16
6652,MX-2021-129686,1/04/2021,27/03/2021,Estánda,50348971,Conrado Quiñone,Cliente,Buenos Aires,Ciudad Autónoma de Buenos Aire,Argentina,Sur,TEC-AC-10000700,Tecnologí,Accesorios,"Memorex Teclado, Programable",560.52,3,0.4,-0.48
1251,MX-2021-130442,1/04/2021,28/03/2021,Estánda,65484586,Andrés Quinter,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MAT-SO-10004116,Material de oficina,Sobres,"Jiffy Sobre de hebilla, Rojo",144.72,3,0.4,9.12
10196,US-2021-112249,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Vassouras,Río de Janeir,Brasil,Sur,MOB-SI-10001345,Mobiliario,Sillas,"Novimex Silla plegable, Ajustable",451.84,2,0.6,-666.56
10197,US-2021-112249,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Vassouras,Río de Janeir,Brasil,Sur,MAT-CA-10002121,Material de oficina,Carpetas,"Ibico Encuadernadora, Duradero",846.72,6,0.6,-1249.68
211,US-2021-146080,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Buenos Aires,Ciudad Autónoma de Buenos Aire,Argentina,Sur,MAT-CA-10001211,Material de oficina,Carpetas,"Avery Separadores, Transparente",23.16,2,0.7,-25.64
213,US-2021-146080,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Buenos Aires,Ciudad Autónoma de Buenos Aire,Argentina,Sur,MAT-SO-10003921,Material de oficina,Sobres,"Ames Sobres de uso interno, 50",1985.28,11,0.4,-232.32
10201,US-2021-112249,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Vassouras,Río de Janeir,Brasil,Sur,MAT-SO-10003999,Material de oficina,Sobres,"Ames Sobres de uso interno, 50",1323.52,11,0.6,-894.08
210,US-2021-146080,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Buenos Aires,Ciudad Autónoma de Buenos Aire,Argentina,Sur,MAT-SO-10000409,Material de oficina,Sobres,"Kraft Sobre de tipo Manila, Rojo",240.24,2,0.4,31.84
10199,US-2021-112249,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Vassouras,Río de Janeir,Brasil,Sur,MAT-CA-10004233,Material de oficina,Carpetas,"Avery Separadores, Transparente",30.88,2,0.6,-17.92
10200,US-2021-112249,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Vassouras,Río de Janeir,Brasil,Sur,MAT-GR-10001749,Material de oficina,Grapas,"Stockwell Grapas, Paquete de 12",54.56,2,0.6,-47.84
208,US-2021-146080,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Buenos Aires,Ciudad Autónoma de Buenos Aire,Argentina,Sur,MOB-SI-10000743,Mobiliario,Sillas,"Novimex Silla plegable, Ajustable",677.76,2,0.4,-440.64
209,US-2021-146080,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Buenos Aires,Ciudad Autónoma de Buenos Aire,Argentina,Sur,MAT-CA-10003500,Material de oficina,Carpetas,"Ibico Encuadernadora, Duradero",635.04,6,0.7,-1461.36
10198,US-2021-112249,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Vassouras,Río de Janeir,Brasil,Sur,MAT-SO-10001848,Material de oficina,Sobres,"Kraft Sobre de tipo Manila, Rojo",160.16,2,0.6,-48.24
212,US-2021-146080,1/04/2021,1/04/2021,Mismo dí,43196221,Maya Ménde,Cliente,Buenos Aires,Ciudad Autónoma de Buenos Aire,Argentina,Sur,MAT-GR-10002715,Material de oficina,Grapas,"Stockwell Grapas, Paquete de 12",81.84,2,0.4,-20.56
2069,US-2021-112970,2/04/2021,27/03/2021,Estánda,57597864,Lara Varela,Cliente,Caracas,Distrito Capital,Venezuela,Sur,MOB-LI-10000374,Mobiliario,Librería,"Ikea Librería, Meta",2928.96,6,0.4,-1709.04
5540,MX-2021-104346,2/04/2021,28/03/2021,Estánda,91697966,Urías Pantoj,Empresa,Cojutepeque,Cuscatlá,El Salvador,Centro,TEC-AC-10002784,Tecnologí,Accesorios,"Enermax Tarjeta de memoria, Negro",2292,3,0,687.6
5541,MX-2021-104346,2/04/2021,28/03/2021,Estánda,91697966,Urías Pantoj,Empresa,Cojutepeque,Cuscatlá,El Salvador,Centro,TEC-TE-10000454,Tecnologí,Teléfono,"Cisco Teléfono de oficina, Al por mayo",1074,2,0,440
7910,MX-2021-129098,2/04/2021,28/03/2021,Estánda,38136589,Roque Rivas,Pequeña empres,San Lorenzo,Central,Paraguay,Sur,TEC-CO-10000984,Tecnologí,Copiadoras,"Hewlett Fax, Rojo",6349.6752,3,0.002,-12.7248
7909,MX-2021-129098,2/04/2021,28/03/2021,Estánda,38136589,Roque Rivas,Pequeña empres,San Lorenzo,Central,Paraguay,Sur,TEC-MÁ-1000188,Tecnologí,Máquina,"Konica Teléfono, Roj",555.6,1,0,100
7908,MX-2021-129098,2/04/2021,28/03/2021,Estánda,38136589,Roque Rivas,Pequeña empres,San Lorenzo,Central,Paraguay,Sur,MAT-CA-10004107,Material de oficina,Carpetas,"Avery Separadores, Reciclado",490.6,11,0,125.4
5542,MX-2021-104346,2/04/2021,28/03/2021,Estánda,91697966,Urías Pantoj,Empresa,Cojutepeque,Cuscatlá,El Salvador,Centro,MAT-AR-10002052,Material de oficina,Arte,"Stanley Sacapuntas, Al por mayor",668,4,0,300
1111,US-2021-126781,4/04/2021,31/03/2021,Estánda,51026369,Irati Rodrígue,Cliente,Ciudad de Panam�,Panam�,Panam�,Centro,MOB-SI-10004356,Mobiliario,Sillas,"Hon Estora, Ajustable",696.24,3,0.4,-197.76
3940,MX-2021-144036,4/04/2021,31/03/2021,Estánda,77554748,Atila Godoy,Empresa,Managua,Managua,Nicaragua,Centro,MAT-ET-10002275,Material de oficina,Etiquetas,"Hon Etiquetas con códigos de color, Blanc",256.2,3,0,127.8
3604,MX-2021-150917,4/04/2021,3/04/2021,Urgente,58644396,Ofelia Maya,Pequeña empres,Ciudad de Méxic,Distrito Federal,Méxic,Norte,MAT-CA-10000759,Material de oficina,Carpetas,"Ibico Encuadernadora, Reciclado",690.4,2,0,227.6
6561,MX-2021-130967,5/04/2021,1/04/2021,Estánda,51468263,Patrocinio Castro,Cliente,Lima,Lima (city),Per�,Sur,MAT-AL-10004287,Material de oficina,Almacenamiento,"Fellowes Casilleros, Metal",3302.4,4,0.4,220
6560,MX-2021-130967,5/04/2021,1/04/2021,Estánda,51468263,Patrocinio Castro,Cliente,Lima,Lima (city),Per�,Sur,MAT-AL-10000301,Material de oficina,Almacenamiento,"Eldon Caja, Industrial",128.88,3,0.4,19.08
519,US-2021-127292,5/04/2021,3/04/2021,Rápid,50344755,Araceli Echevarrí,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MAT-ET-10004182,Material de oficina,Etiquetas,"Hon Etiquetas redondas, Blanco",133.2,5,0.4,4.2
7607,MX-2021-140123,5/04/2021,3/04/2021,Rápid,39687380,Rafel Nieves,Empresa,Bogot�,Bogot�,Colombia,Sur,MAT-ET-10004515,Material de oficina,Etiquetas,"Novimex Etiquetas para documentos legales, Ajustable",390.6,7,0,15.4
518,US-2021-127292,5/04/2021,3/04/2021,Rápid,50344755,Araceli Echevarrí,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MAT-SO-10002576,Material de oficina,Sobres,"Ames Paquetes, Plateado",765,5,0.4,-51
517,US-2021-127292,5/04/2021,3/04/2021,Rápid,50344755,Araceli Echevarrí,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MAT-CA-10000432,Material de oficina,Carpetas,"Avery Encuadernadora, Reciclado",787.2,4,0.4,-236.8
1682,MX-2021-111899,6/04/2021,2/04/2021,Estánda,32257721,Araceli Manzanares,Empresa,Cruzeiro do Sul,Acre,Brasil,Sur,MAT-AR-10004857,Material de oficina,Arte,"Boston Rotuladores, Tamaños variado",591,3,0,206.4
3348,US-2021-132731,6/04/2021,4/04/2021,Rápid,95446020,Loreto Cepeda,Cliente,San Pedro Sula,Corté,Honduras,Centro,MAT-AL-10002889,Material de oficina,Almacenamiento,"Eldon Archivador móvil, Industria",2053.92,4,0.4,-1369.28
3347,US-2021-132731,6/04/2021,4/04/2021,Rápid,95446020,Loreto Cepeda,Cliente,San Pedro Sula,Corté,Honduras,Centro,MAT-ET-10003861,Material de oficina,Etiquetas,"Hon Etiquetas para documentos legales, Blanco",86.88,2,0.4,-26.32
4677,US-2021-129126,7/04/2021,2/04/2021,Estánda,47437958,Paula Lara,Cliente,San Pedro Sula,Corté,Honduras,Centro,TEC-AC-10000649,Tecnologí,Accesorios,"Memorex Tarjeta de memoria, Programable",830.16,2,0.4,-124.64
6235,US-2021-146556,7/04/2021,2/04/2021,Estánda,81967145,�rica Casas,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MAT-SO-10004605,Material de oficina,Sobres,"Jiffy Cierre adhesivo, 50",400.2,5,0.4,-53.8
6232,US-2021-146556,7/04/2021,2/04/2021,Estánda,81967145,�rica Casas,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MAT-AR-10001334,Material de oficina,Arte,"Sanford Bolígrafos, Tamaños variad",57.12,1,0.4,-7.68
6233,US-2021-146556,7/04/2021,2/04/2021,Estánda,81967145,�rica Casas,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MOB-SI-10004506,Mobiliario,Sillas,"SAFCO Sillón, Negr",3672,2,0.4,-367.2
6228,US-2021-146556,7/04/2021,2/04/2021,Estánda,81967145,�rica Casas,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MAT-CA-10004778,Material de oficina,Carpetas,"Cardinal Encuadernadora, Transparente",590.76,3,0.4,-118.44
6231,US-2021-146556,7/04/2021,2/04/2021,Estánda,81967145,�rica Casas,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MOB-LI-10002660,Mobiliario,Librería,"Sauder Conjunto de estantes, Blanco",2365.2,3,0.4,-670.2
4678,US-2021-129126,7/04/2021,2/04/2021,Estánda,47437958,Paula Lara,Cliente,San Pedro Sula,Corté,Honduras,Centro,MAT-AL-10003871,Material de oficina,Almacenamiento,"Smead Carpetas, Tamaño complet",350.4,5,0.4,40.4
6229,US-2021-146556,7/04/2021,2/04/2021,Estánda,81967145,�rica Casas,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,TEC-CO-10003453,Tecnologí,Copiadoras,"Brother Fax, Digital",2536.9552,2,0.402,-348.2448
6236,US-2021-146556,7/04/2021,2/04/2021,Estánda,81967145,�rica Casas,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MAT-AR-10000643,Material de oficina,Arte,"Boston Libreta de dibujo, Azul",1360.8,7,0.4,44.8
6230,US-2021-146556,7/04/2021,2/04/2021,Estánda,81967145,�rica Casas,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MAT-AR-10000190,Material de oficina,Arte,"Binney & Smith Rotuladores, Azul",289.08,3,0.4,43.08
6234,US-2021-146556,7/04/2021,2/04/2021,Estánda,81967145,�rica Casas,Empresa,Ciudad de Panam�,Panam�,Panam�,Centro,MAT-AR-10000070,Material de oficina,Arte,"BIC Bolígrafos, Tamaños variad",279.36,4,0.4,-88.64
8932,US-2021-164063,7/04/2021,3/04/2021,Estánda,58228252,Núria Laurean,Empresa,Belo Horizonte,Minas Gerais,Brasil,Sur,MAT-ET-10003861,Material de oficina,Etiquetas,"Hon Etiquetas para documentos legales, Blanco",57.92,2,0.6,-55.28
652,US-2021-165750,7/04/2021,3/04/2021,Estánda,51978854,Cecilia Tejada,Empresa,Tegucigalpa,Francisco Morazá,Honduras,Centro,MOB-MO-10000586,Mobiliario,Mobiliario,"Eldon Tope para puertas, Negro",200.64,1,0.4,-30.16
8931,US-2021-164063,7/04/2021,3/04/2021,Estánda,58228252,Núria Laurean,Empresa,Belo Horizonte,Minas Gerais,Brasil,Sur,TEC-AC-10002219,Tecnologí,Accesorios,"Logitech Teclado, Blanco",353.04,3,0.6,-88.56
9171,MX-2021-104115,7/04/2021,3/04/2021,Estánda,27377326,León Batist,Empresa,Quito,Pichincha,Ecuador,Sur,MAT-SU-10003171,Material de oficina,Suministros,"Kleencut Regla, Industrial",607.2,6,0,96
653,US-2021-165750,7/04/2021,3/04/2021,Estánda,51978854,Cecilia Tejada,Empresa,Tegucigalpa,Francisco Morazá,Honduras,Centro,MOB-SI-10001707,Mobiliario,Sillas,"Novimex Taburete, Ajustable",2671.2,4,0.4,-1780.8
654,US-2021-165750,7/04/2021,3/04/2021,Estánda,51978854,Cecilia Tejada,Empresa,Tegucigalpa,Francisco Morazá,Honduras,Centro,MAT-EL-10000013,Material de oficina,Electrodoméstico,"Hamilton Beach Molinillo de café, Blanc",326.4,2,0.4,-179.6
2035,MX-2021-127033,8/04/2021,3/04/2021,Estánda,89174224,Conchi Durá,Cliente,San Luis Potos�,San Luis Potos�,Méxic,Norte,MAT-SU-10001708,Material de oficina,Suministros,"Acme Recortadora, Acero",879.6,3,0,351.6
4548,US-2021-109659,8/04/2021,4/04/2021,Estánda,35864599,Camilo Laderas,Cliente,San Pedro Sula,Corté,Honduras,Centro,MAT-PA-10002757,Material de oficina,Papel,"SanDisk Papel de tipo pergamino, Reciclado",398.88,6,0.4,-21.12
3758,MX-2021-162593,9/04/2021,2/04/2021,Estánda,57378098,Cristóbal Figuero,Cliente,Spanish Town,Santa Caterina,Jamaica,Caribe,MAT-PA-10003624,Material de oficina,Papel,"Eaton Cuaderno, Premium",708.8,4,0,290.4
271,US-2021-148796,9/04/2021,2/04/2021,Estánda,76124540,Jeremías Mont�,Cliente,San Fernando del Valle de Catamarca,Catamarca,Argentina,Sur,MAT-CA-10004788,Material de oficina,Carpetas,"Acco Separadores, Económic",34.32,2,0.7,-49.28
3757,MX-2021-162593,9/04/2021,2/04/2021,Estánda,57378098,Cristóbal Figuero,Cliente,Spanish Town,Santa Caterina,Jamaica,Caribe,MAT-AR-10001930,Material de oficina,Arte,"Binney & Smith Libreta de dibujo, Al por mayor",310.6,1,0,155.2
10259,US-2021-164098,9/04/2021,2/04/2021,Estánda,76124540,Jeremías Mont�,Cliente,Vassouras,Río de Janeir,Brasil,Sur,MAT-CA-10000536,Material de oficina,Carpetas,"Acco Separadores, Económic",45.76,2,0.6,-37.84
10260,US-2021-164098,9/04/2021,2/04/2021,Estánda,76124540,Jeremías Mont�,Cliente,Vassouras,Río de Janeir,Brasil,Sur,MAT-AL-10000787,Material de oficina,Almacenamiento,"Tenex Bandejas, Azul",289.12,2,0.6,-368.88
272,US-2021-148796,9/04/2021,2/04/2021,Estánda,76124540,Jeremías Mont�,Cliente,San Fernando del Valle de Catamarca,Catamarca,Argentina,Sur,MAT-AL-10002676,Material de oficina,Almacenamiento,"Tenex Bandejas, Azul",433.68,2,0.4,-224.32
8885,US-2021-125101,9/04/2021,7/04/2021,Urgente,23636434,Tina Cardona,Cliente,Tegucigalpa,Francisco Morazá,Honduras,Centro,MOB-SI-10004506,Mobiliario,Sillas,"SAFCO Sillón, Negr",3672,2,0.4,-367.2
8886,US-2021-125101,9/04/2021,7/04/2021,Urgente,23636434,Tina Cardona,Cliente,Tegucigalpa,Francisco Morazá,Honduras,Centro,MAT-AR-10001425,Material de oficina,Arte,"Sanford Bolígrafos, Azu",88.8,2,0.4,-4.8
9556,MX-2021-121916,10/04/2021,4/04/2021,Estánda,54385437,Marlén Farí,Pequeña empres,Ilopango,San Salvador,El Salvador,Centro,MAT-GR-10002558,Material de oficina,Grapas,"OIC Pasadores, Paquete de 12",382.4,4,0,87.2
5648,MX-2021-108007,10/04/2021,5/04/2021,Estánda,46737986,Alejandro Trejo,Cliente,Puebla,Puebla,Méxic,Norte,MAT-GR-10001101,Material de oficina,Grapas,"Accos Pasadores, Tamaños variado",239.4,3,0,102.6
5647,MX-2021-108007,10/04/2021,5/04/2021,Estánda,46737986,Alejandro Trejo,Cliente,Puebla,Puebla,Méxic,Norte,MAT-CA-10002556,Material de oficina,Carpetas,"Acco Encuadernadora, Duradero",350.6,1,0,164.6
4453,US-2021-134271,10/04/2021,7/04/2021,Urgente,77158848,Crístofer Cabrer,Empresa,Guanare,Portuguesa,Venezuela,Sur,MAT-SU-10000334,Material de oficina,Suministros,"Stiletto Abrecartas, Acero",666.72,6,0.4,-334.08
6403,MX-2021-117177,10/04/2021,8/04/2021,Rápid,39876069,Luisa Liébana,Cliente,Querétar,Querétar,Méxic,Norte,TEC-AC-10004607,Tecnologí,Accesorios,"Belkin Router, Blanco",6841.6,4,0,0
6404,MX-2021-117177,10/04/2021,8/04/2021,Rápid,39876069,Luisa Liébana,Cliente,Querétar,Querétar,Méxic,Norte,TEC-TE-10002351,Tecnologí,Teléfono,"Motorola Teléfono inteligente, Tamaño comple",2621.4,3,0,52.2
1524,MX-2021-169383,10/04/2021,8/04/2021,Rápid,91328983,Vanesa Olmos,Cliente,Zapopan,Jalisco,Méxic,Norte,MAT-AL-10003207,Material de oficina,Almacenamiento,"Eldon Bandejas, Industrial",646,2,0,277.6
6406,MX-2021-117177,10/04/2021,8/04/2021,Rápid,39876069,Luisa Liébana,Cliente,Querétar,Querétar,Méxic,Norte,MAT-PA-10001122,Material de oficina,Papel,"SanDisk Resma, Multicolor",832,4,0,66.4
1525,MX-2021-169383,10/04/2021,8/04/2021,Rápid,91328983,Vanesa Olmos,Cliente,Zapopan,Jalisco,Méxic,Norte,MAT-EL-10000300,Material de oficina,Electrodoméstico,"Hoover Tostadora, Blanco",1090.4,2,0,141.6
6405,MX-2021-117177,10/04/2021,8/04/2021,Rápid,39876069,Luisa Liébana,Cliente,Querétar,Querétar,Méxic,Norte,MAT-SO-10003201,Material de oficina,Sobres,"Kraft Sobres de uso interno, Plateado",1644,5,0,739
2321,MX-2021-125577,11/04/2021,5/04/2021,Estánda,49584151,Leo Gutiérre,Cliente,Santo Domingo,Distrito Nacional,República Dominican,Caribe,TEC-TE-10004681,Tecnologí,Teléfono,"Samsung Auriculares, Tamaño complet",3575.52,9,0.2,1339.92
3486,MX-2021-131457,11/04/2021,7/04/2021,Estánda,64668245,Antonio Rocha,Cliente,Cuiab�,Mato Grosso,Brasil,Sur,MOB-LI-10003753,Mobiliario,Librería,"Ikea Conjunto de estantes, Metal",3396,3,0,509.4
3485,MX-2021-131457,11/04/2021,7/04/2021,Estánda,64668245,Antonio Rocha,Cliente,Cuiab�,Mato Grosso,Brasil,Sur,MAT-CA-10003527,Material de oficina,Carpetas,"Avery Cubierta de carpeta, Duradero",167.6,2,0,62
4015,MX-2021-110653,11/04/2021,7/04/2021,Estánda,87558365,Fátima Pin,Empresa,Santo Domingo,Distrito Nacional,República Dominican,Caribe,MAT-AL-10004341,Material de oficina,Almacenamiento,"Fellowes Estanterías, Tamaño comple",1234.56,4,0.2,385.76
4962,US-2021-114573,12/04/2021,8/04/2021,Estánda,54947626,Gracia Collado,Cliente,David,Chiriqu�,Panam�,Centro,MAT-AL-10000618,Material de oficina,Almacenamiento,"Eldon Casilleros, Tamaño complet",2375.28,3,0.4,-1504.92
4963,US-2021-114573,12/04/2021,8/04/2021,Estánda,54947626,Gracia Collado,Cliente,David,Chiriqu�,Panam�,Centro,MAT-AL-10004000,Material de oficina,Almacenamiento,"Rogers Bandejas, Metal",729,3,0.4,-291.6
4964,US-2021-114573,12/04/2021,8/04/2021,Estánda,54947626,Gracia Collado,Cliente,David,Chiriqu�,Panam�,Centro,TEC-TE-10004716,Tecnologí,Teléfono,"Apple Teléfono inteligente, Tamaños variad",1513.8,3,0.4,-908.4
4961,US-2021-114573,12/04/2021,8/04/2021,Estánda,54947626,Gracia Collado,Cliente,David,Chiriqu�,Panam�,Centro,MAT-CA-10004838,Material de oficina,Carpetas,"Ibico Encuadernadora, Transparente",203.52,1,0.4,-115.48
7026,MX-2021-131268,12/04/2021,10/04/2021,Urgente,86376155,Gabriela Barca,Cliente,Villa Nueva,Guatemala,Guatemala,Centro,MAT-AL-10001420,Material de oficina,Almacenamiento,"Smead Estanterías, Meta",1600,5,0,80
7027,MX-2021-131268,12/04/2021,10/04/2021,Urgente,86376155,Gabriela Barca,Cliente,Villa Nueva,Guatemala,Guatemala,Centro,MAT-CA-10002822,Material de oficina,Carpetas,"Ibico Encuadernadora, Económic",1371.2,4,0,520.8
7024,MX-2021-131268,12/04/2021,10/04/2021,Urgente,86376155,Gabriela Barca,Cliente,Villa Nueva,Guatemala,Guatemala,Centro,MAT-PA-10001712,Material de oficina,Papel,"Enermax Papel de tipo pergamino, Premium",410.4,4,0,164
7025,MX-2021-131268,12/04/2021,10/04/2021,Urgente,86376155,Gabriela Barca,Cliente,Villa Nueva,Guatemala,Guatemala,Centro,MAT-ET-10004247,Material de oficina,Etiquetas,"Avery Etiquetas para carpetas de archivos, Duradero",63.4,1,0,8.8
5047,US-2021-149048,13/04/2021,8/04/2021,Estánda,29258994,�gata Alonso,Empresa,Tegucigalpa,Francisco Morazá,Honduras,Centro,MAT-AL-10003416,Material de oficina,Almacenamiento,"Fellowes Caja, Azul",236.16,3,0.4,-8.04
5048,US-2021-149048,13/04/2021,8/04/2021,Estánda,29258994,�gata Alonso,Empresa,Tegucigalpa,Francisco Morazá,Honduras,Centro,MOB-SI-10002795,Mobiliario,Sillas,"SAFCO Silla de playa, Negro",1128.24,6,0.4,-508.56
5184,MX-2021-145828,13/04/2021,9/04/2021,Estánda,35864599,Camilo Laderas,Cliente,Birigui,São Paul,Brasil,Sur,MAT-AR-10004588,Material de oficina,Arte,"Boston Rotuladores, Al por mayor",532.8,3,0,74.4
5183,MX-2021-145828,13/04/2021,9/04/2021,Estánda,35864599,Camilo Laderas,Cliente,Birigui,São Paul,Brasil,Sur,TEC-AC-10000649,Tecnologí,Accesorios,"Memorex Tarjeta de memoria, Programable",691.8,1,0,214.4
6450,MX-2021-111941,13/04/2021,9/04/2021,Estánda,97448081,Cornelio Vázque,Empresa,Mixco,Guatemala,Guatemala,Centro,MAT-ET-10000888,Material de oficina,Etiquetas,"Harbour Creations Etiquetas extraíbles, Durader",286.4,4,0,54.4
6449,MX-2021-111941,13/04/2021,9/04/2021,Estánda,97448081,Cornelio Vázque,Empresa,Mixco,Guatemala,Guatemala,Centro,MOB-ME-10003077,Mobiliario,Mesas,"Lesro Mesa redonda, Rectangular",31170.88,13,0.2,389.48
5186,MX-2021-145828,13/04/2021,9/04/2021,Estánda,35864599,Camilo Laderas,Cliente,Birigui,São Paul,Brasil,Sur,MAT-AR-10002897,Material de oficina,Arte,"Stanley Rotuladores, Tamaños variado",676.8,4,0,175.2
